Id,SalePrice
1461,68982.09059619694
1462,282128.40465886105
1463,68845.65496314535
1464,268327.5535730962
1465,280104.6614618202
1466,257320.34666103494
1467,305798.41466745443
1468,250785.93740202754
1469,278208.40164476965
1470,59139.06092862859
1471,300326.8361581227
1472,233546.83902798963
1473,62563.99634665265
1474,247470.6029828822
1475,266449.2712168714
1476,354017.5618420566
1477,296258.2522520005
1478,307696.83690525935
1479,304681.22412205924
1480,439670.8658161317
1481,324534.8005281413
1482,295525.7550216309
1483,292712.84327494714
1484,291805.5138734664
1485,286810.46874381363
1486,263017.5357679812
1487,350894.5908792601
1488,263518.98519915243
1489,325057.1976082438
1490,297698.65037993185
1491,264864.7832348154
1492,65269.229781144364
1493,296866.9372473709
1494,316556.95214330364
1495,307954.8271114352
1496,285035.84761232714
1497,272325.4902920133
1498,296633.32460483006
1499,296633.32460483006
1500,276070.97256898676
1501,264204.3597228617
1502,296983.9324481525
1503,342268.2025402084
1504,277836.66010820883
1505,279142.4122346828
1506,265873.7564241957
1507,304851.262019842
1508,277042.9891537528
1509,250589.59880407975
1510,70744.78803151485
1511,71309.78767559784
1512,72963.2811296227
1513,257012.20622329676
1514,83924.20913212968
1515,81794.617436607
1516,288717.1007985303
1517,300730.85457705153
1518,66700.69324387175
1519,288069.0654544607
1520,69909.90445829966
1521,70132.48920940116
1522,266422.1653176064
1523,60133.028971053325
1524,73504.91731104006
1525,66293.98182122015
1526,65454.52144206447
1527,67990.13102795553
1528,279296.393227671
1529,72919.11036083414
1530,275116.58263641177
1531,64814.074675528864
1532,63374.572149957174
1533,69306.90207237554
1534,265641.1533019882
1535,81357.20090570232
1536,68549.29052449595
1537,66561.56786038916
1538,267011.3711894214
1539,279217.7012617407
1540,66953.80909353276
1541,265491.2708418963
1542,76044.82671527333
1543,279265.2745561747
1544,64214.51971859308
1545,248786.66379310229
1546,246850.36173340728
1547,65768.8825744169
1548,245510.44576102917
1549,65411.88582696188
1550,60164.06218877967
1551,253134.20781537757
1552,59823.62413397759
1553,257727.6827687604
1554,255187.37405280268
1555,77124.21918736884
1556,60417.39299392968
1557,66311.11275433192
1558,249331.63360604623
1559,61213.352580853374
1560,65105.53887776934
1561,73111.9500240443
1562,76452.07632229294
1563,63031.84415824122
1564,66228.55030547373
1565,60273.07228863068
1566,303532.57653325354
1567,66561.56786038916
1568,278020.2239381176
1569,72733.18022676169
1570,273685.3244652377
1571,72396.28605592546
1572,79604.95925439615
1573,334971.7355891266
1574,69252.30667597003
1575,296721.71637536964
1576,267901.73398755386
1577,305399.42412450776
1578,275198.5627776397
1579,67667.28357885912
1580,265120.25254446117
1581,84139.69835070407
1582,65768.8825744169
1583,352722.78559021966
1584,283224.63699683454
1585,260950.66878137624
1586,72150.14482841764
1587,73194.5236778551
1588,74555.78227350023
1589,61870.00145390789
1590,264302.7206387712
1591,60133.028971053325
1592,75242.89906731842
1593,250820.16058075323
1594,62645.48047250797
1595,61421.29010952854
1596,273395.9941274803
1597,75490.32590764738
1598,293143.3036052985
1599,289401.8759072564
1600,271844.37482004083
1601,59939.51839095653
1602,230611.6638238346
1603,63942.789286014406
1604,295380.7132324698
1605,287153.40788646584
1606,268981.56019092473
1607,273715.3793518086
1608,311386.02035448735
1609,313867.0601457735
1610,70834.29598591253
1611,70375.95196217604
1612,83366.89341633828
1613,75384.09940784783
1614,63413.3709221294
1615,67198.44399342425
1616,61640.68338591362
1617,66826.56477671045
1618,73351.95492231702
1619,70105.54015186566
1620,70111.31407801548
1621,66340.031242622
1622,62271.489861060836
1623,325071.8956156509
1624,282034.7957019252
1625,254961.2379752066
1626,262874.01534271054
1627,257733.09329870684
1628,303288.82083471667
1629,269894.18236805993
1630,355519.40669721377
1631,282347.63032206835
1632,292674.32191297296
1633,283402.83626039996
1634,256856.20048302636
1635,260789.95614993098
1636,275026.85460665036
1637,67826.51627984288
1638,283569.01250416954
1639,269235.1307449616
1640,283463.2527150556
1641,290950.32592593686
1642,309254.0191822278
1643,291661.3559730771
1644,280399.7330587353
1645,76725.34454200725
1646,264302.7206387712
1647,270149.9220041064
1648,69025.15834906894
1649,74379.25023093414
1650,66451.32425186316
1651,72953.79688310897
1652,234821.46153515828
1653,237357.4981821871
1654,237961.18849521258
1655,260003.83086763657
1656,241605.17668082585
1657,237961.18849521258
1658,240293.73183233303
1659,268841.7314980525
1660,81630.59967414191
1661,407942.68111425947
1662,370397.48521031806
1663,341532.2324178726
1664,483809.991876308
1665,343372.63721194665
1666,339496.04199490056
1667,370781.3873056924
1668,339627.6435263614
1669,293734.4416054699
1670,343070.01715679665
1671,293829.32404163305
1672,468026.89312518353
1673,301653.027074699
1674,272066.8124435842
1675,277935.6079420873
1676,278850.2397928551
1677,308835.8072909707
1678,490410.3132605371
1679,346556.79542485747
1680,340309.4969795006
1681,331011.13541042444
1682,313180.2751783985
1683,305607.1204296677
1684,276300.8842396891
1685,252395.4098341719
1686,290848.38858135144
1687,276300.8842396891
1688,259054.36258285923
1689,257415.10550476587
1690,264463.6762101841
1691,282678.6141825712
1692,290475.0019610426
1693,279508.45326361427
1694,259992.49473631065
1695,276300.8842396891
1696,310308.5424904567
1697,286839.1857561679
1698,346719.40767202695
1699,342947.05011656036
1700,293331.7697926525
1701,301866.4623611217
1702,311543.1975529124
1703,310125.94522038655
1704,304245.3667111807
1705,320644.2664938081
1706,481380.0892354319
1707,347789.6214709909
1708,322630.4245121392
1709,298482.32014165
1710,330475.7009460033
1711,278552.0756328263
1712,329427.37735405634
1713,305990.32277205517
1714,281912.3082857472
1715,278002.26613610756
